"","wbcode","industry","industry_description","init_year","final_year","skill_2_1","skill1_corr","diffa","diffg","tskilla","tnoskilla","tskillg","tnoskillg","avg_tar","init_tar","prod_growth","growth","inv","init","human_cap","dum80_83","dum85_87","lat_america","e_europe","w_africa","e_africa","s_c_africa","n_afr_me","e_asia","s_e_asia","s_w_asia","ln_init_q","ln_init_q_skilla","ln_init_q_unskilla","ln_init_q_skillg","ln_init_q_unskillg","voice2000","political_stability2000","govt_effectiveness2000","reg_quality2000","rule_of_law2000","control_corrup2000","growth_human_cap","patent_growth","diff_growth_q_a","diff_growth_q_g","fin_diffa","fin_diffg","percent_firms_connected","ln_viol_per_car","gatt_year","wto_year"
"11","ARG","110","Agriculture",1987,2000,0.11599999666214,-0.450095951557159,-0.271852254867554,-0.405460476875305,-1.40625596046448,-1.13440370559692,-1.61306822299957,-1.20760774612427,-1.32241320610046,-1.5847452878952,-0.0028024350758642,0.0135644767433405,2.74252867698669,9.12989902496338,-1.42702901363373,0,1,1,0,0,0,0,0,0,0,0,24.0183620452881,24.1992626190186,24.3467025756836,23.6140995025635,24.6704216003418,0.443101704120636,0.461912631988525,0.300145447254181,0.444653809070587,0.178596362471581,-0.363223016262054,0.0520698688924313,0.179712176322937,0.0366267338395119,0.0470938570797443,0.248440980911255,0.752458333969116,0,1.8023396730423,1967,1995
"12","ARG","247","Furniture",1987,2000,0.153999999165535,-0.450095951557159,-0.271852254867554,-0.405460476875305,-1.40625596046448,-1.13440370559692,-1.61306822299957,-1.20760774612427,-1.32241320610046,-1.18744349479675,0.0284690633416176,0.0135644767433405,2.74252867698669,9.12989902496338,-1.42702901363373,0,1,1,0,0,0,0,0,0,0,0,20.0661907196045,24.1992626190186,24.3467025756836,23.6140995025635,24.6704216003418,0.443101704120636,0.461912631988525,0.300145447254181,0.444653809070587,0.178596362471581,-0.363223016262054,0.0520698688924313,0.179712176322937,0.0366267338395119,0.0470938570797443,0.248440980911255,0.752458333969116,0,1.8023396730423,1967,1995
"13","ARG","233","Transport equip",1987,2000,0.465999990701675,-0.450095951557159,-0.271852254867554,-0.405460476875305,-1.40625596046448,-1.13440370559692,-1.61306822299957,-1.20760774612427,-1.32241320610046,-1.30563640594482,0.0106593277305365,0.0135644767433405,2.74252867698669,9.12989902496338,-1.42702901363373,0,1,1,0,0,0,0,0,0,0,0,22.4632320404053,24.1992626190186,24.3467025756836,23.6140995025635,24.6704216003418,0.443101704120636,0.461912631988525,0.300145447254181,0.444653809070587,0.178596362471581,-0.363223016262054,0.0520698688924313,0.179712176322937,0.0366267338395119,0.0470938570797443,0.248440980911255,0.752458333969116,0,1.8023396730423,1967,1995
"14","ARG","243","Wood prod",1987,2000,0.128000006079674,-0.450095951557159,-0.271852254867554,-0.405460476875305,-1.40625596046448,-1.13440370559692,-1.61306822299957,-1.20760774612427,-1.32241320610046,-1.04128730297089,0.00201569078490138,0.0135644767433405,2.74252867698669,9.12989902496338,-1.42702901363373,0,1,1,0,0,0,0,0,0,0,0,20.2606906890869,24.1992626190186,24.3467025756836,23.6140995025635,24.6704216003418,0.443101704120636,0.461912631988525,0.300145447254181,0.444653809070587,0.178596362471581,-0.363223016262054,0.0520698688924313,0.179712176322937,0.0366267338395119,0.0470938570797443,0.248440980911255,0.752458333969116,0,1.8023396730423,1967,1995
"15","ARG","248","Footwear",1987,2000,0.314999997615814,-0.450095951557159,-0.271852254867554,-0.405460476875305,-1.40625596046448,-1.13440370559692,-1.61306822299957,-1.20760774612427,-1.32241320610046,-0.975510060787201,0.0781140327453613,0.0135644767433405,2.74252867698669,9.12989902496338,-1.42702901363373,0,1,1,0,0,0,0,0,0,0,0,21.0253143310547,24.1992626190186,24.3467025756836,23.6140995025635,24.6704216003418,0.443101704120636,0.461912631988525,0.300145447254181,0.444653809070587,0.178596362471581,-0.363223016262054,0.0520698688924313,0.179712176322937,0.0366267338395119,0.0470938570797443,0.248440980911255,0.752458333969116,0,1.8023396730423,1967,1995
"16","ARG","246","Non-metallic mineral prod",1987,2000,0.20100000500679,-0.450095951557159,-0.271852254867554,-0.405460476875305,-1.40625596046448,-1.13440370559692,-1.61306822299957,-1.20760774612427,-1.32241320610046,-1.33941078186035,0.00394091149792075,0.0135644767433405,2.74252867698669,9.12989902496338,-1.42702901363373,0,1,1,0,0,0,0,0,0,0,0,21.4573307037354,24.1992626190186,24.3467025756836,23.6140995025635,24.6704216003418,0.443101704120636,0.461912631988525,0.300145447254181,0.444653809070587,0.178596362471581,-0.363223016262054,0.0520698688924313,0.179712176322937,0.0366267338395119,0.0470938570797443,0.248440980911255,0.752458333969116,0,1.8023396730423,1967,1995
"17","ARG","242","Rubber prod",1987,2000,0.462000012397766,-0.450095951557159,-0.271852254867554,-0.405460476875305,-1.40625596046448,-1.13440370559692,-1.61306822299957,-1.20760774612427,-1.32241320610046,-1.10866260528564,-0.0273643750697374,0.0135644767433405,2.74252867698669,9.12989902496338,-1.42702901363373,0,1,1,0,0,0,0,0,0,0,0,20.4812927246094,24.1992626190186,24.3467025756836,23.6140995025635,24.6704216003418,0.443101704120636,0.461912631988525,0.300145447254181,0.444653809070587,0.178596362471581,-0.363223016262054,0.0520698688924313,0.179712176322937,0.0366267338395119,0.0470938570797443,0.248440980911255,0.752458333969116,0,1.8023396730423,1967,1995
"18","ARG","232","Elec machinery",1987,2000,0.616999983787537,-0.450095951557159,-0.271852254867554,-0.405460476875305,-1.40625596046448,-1.13440370559692,-1.61306822299957,-1.20760774612427,-1.32241320610046,-1.22077989578247,-0.0122283566743135,0.0135644767433405,2.74252867698669,9.12989902496338,-1.42702901363373,0,1,1,0,0,0,0,0,0,0,0,21.5611476898193,24.1992626190186,24.3467025756836,23.6140995025635,24.6704216003418,0.443101704120636,0.461912631988525,0.300145447254181,0.444653809070587,0.178596362471581,-0.363223016262054,0.0520698688924313,0.179712176322937,0.0366267338395119,0.0470938570797443,0.248440980911255,0.752458333969116,0,1.8023396730423,1967,1995
"19","AUS","245","Textiles/clothing",1972,2000,0.131999999284744,-0.394283026456833,-0.36324155330658,-0.358020901679993,-2.00266885757446,-1.63942730426788,-2.18503832817078,-1.82701742649078,-1.88078343868256,-0.964402973651886,-0.0178638994693756,0.0185877531766891,3.23420906066895,9.62828826904297,-0.321142911911011,0,0,0,0,0,0,0,0,0,0,0,22.4456958770752,24.2349739074707,24.4720058441162,23.0339908599854,24.9112720489502,1.60602581501007,1.31585144996643,1.82662665843964,1.48163437843323,2.00184464454651,2.04511952400208,0.00877111405134201,0.0928814560174942,-0.00839057937264442,-0.0146774742752314,0.440769910812378,1.00576305389404,0.697000026702881,0,1948,1995
"20","AUS","246","Non-metallic mineral prod",1972,2000,0.20100000500679,-0.394283026456833,-0.36324155330658,-0.358020901679993,-2.00266885757446,-1.63942730426788,-2.18503832817078,-1.82701742649078,-1.88078343868256,-3.60970139503479,0.0153759699314833,0.0185877531766891,3.23420906066895,9.62828826904297,-0.321142911911011,0,0,0,0,0,0,0,0,0,0,0,21.8981628417969,24.2349739074707,24.4720058441162,23.0339908599854,24.9112720489502,1.60602581501007,1.31585144996643,1.82662665843964,1.48163437843323,2.00184464454651,2.04511952400208,0.00877111405134201,0.0928814560174942,-0.00839057937264442,-0.0146774742752314,0.440769910812378,1.00576305389404,0.697000026702881,0,1948,1995
"21","AUS","150","Non-ferr metals",1972,2000,0.184000000357628,-0.394283026456833,-0.36324155330658,-0.358020901679993,-2.00266885757446,-1.63942730426788,-2.18503832817078,-1.82701742649078,-1.88078343868256,-2.44992566108704,0.0312145836651325,0.0185877531766891,3.23420906066895,9.62828826904297,-0.321142911911011,0,0,0,0,0,0,0,0,0,0,0,21.9660339355469,24.2349739074707,24.4720058441162,23.0339908599854,24.9112720489502,1.60602581501007,1.31585144996643,1.82662665843964,1.48163437843323,2.00184464454651,2.04511952400208,0.00877111405134201,0.0928814560174942,-0.00839057937264442,-0.0146774742752314,0.440769910812378,1.00576305389404,0.697000026702881,0,1948,1995
"22","AUS","248","Footwear",1972,2000,0.314999997615814,-0.394283026456833,-0.36324155330658,-0.358020901679993,-2.00266885757446,-1.63942730426788,-2.18503832817078,-1.82701742649078,-1.88078343868256,-1.9327996969223,0.00999454129487276,0.0185877531766891,3.23420906066895,9.62828826904297,-0.321142911911011,0,0,0,0,0,0,0,0,0,0,0,21.5074253082275,24.2349739074707,24.4720058441162,23.0339908599854,24.9112720489502,1.60602581501007,1.31585144996643,1.82662665843964,1.48163437843323,2.00184464454651,2.04511952400208,0.00877111405134201,0.0928814560174942,-0.00839057937264442,-0.0146774742752314,0.440769910812378,1.00576305389404,0.697000026702881,0,1948,1995
"23","AUS","249","Professional equip",1972,2000,0.796999990940094,-0.394283026456833,-0.36324155330658,-0.358020901679993,-2.00266885757446,-1.63942730426788,-2.18503832817078,-1.82701742649078,-1.88078343868256,-2.33614182472229,0.033503133803606,0.0185877531766891,3.23420906066895,9.62828826904297,-0.321142911911011,0,0,0,0,0,0,0,0,0,0,0,19.8622703552246,24.2349739074707,24.4720058441162,23.0339908599854,24.9112720489502,1.60602581501007,1.31585144996643,1.82662665843964,1.48163437843323,2.00184464454651,2.04511952400208,0.00877111405134201,0.0928814560174942,-0.00839057937264442,-0.0146774742752314,0.440769910812378,1.00576305389404,0.697000026702881,0,1948,1995
"24","AUS","140","Mineral fuels",1972,2000,0.592999994754791,-0.394283026456833,-0.36324155330658,-0.358020901679993,-2.00266885757446,-1.63942730426788,-2.18503832817078,-1.82701742649078,-1.88078343868256,-3.17446398735046,0.0871199443936348,0.0185877531766891,3.23420906066895,9.62828826904297,-0.321142911911011,0,0,0,0,0,0,0,0,0,0,0,20.6664428710938,24.2349739074707,24.4720058441162,23.0339908599854,24.9112720489502,1.60602581501007,1.31585144996643,1.82662665843964,1.48163437843323,2.00184464454651,2.04511952400208,0.00877111405134201,0.0928814560174942,-0.00839057937264442,-0.0146774742752314,0.440769910812378,1.00576305389404,0.697000026702881,0,1948,1995
"25","AUS","213","Manuf fertilizers",1972,2000,0.731000006198883,-0.394283026456833,-0.36324155330658,-0.358020901679993,-2.00266885757446,-1.63942730426788,-2.18503832817078,-1.82701742649078,-1.88078343868256,-2.48051619529724,0.0190103407949209,0.0185877531766891,3.23420906066895,9.62828826904297,-0.321142911911011,0,0,0,0,0,0,0,0,0,0,0,21.5587196350098,24.2349739074707,24.4720058441162,23.0339908599854,24.9112720489502,1.60602581501007,1.31585144996643,1.82662665843964,1.48163437843323,2.00184464454651,2.04511952400208,0.00877111405134201,0.0928814560174942,-0.00839057937264442,-0.0146774742752314,0.440769910812378,1.00576305389404,0.697000026702881,0,1948,1995
"26","AUS","242","Rubber prod",1972,2000,0.462000012397766,-0.394283026456833,-0.36324155330658,-0.358020901679993,-2.00266885757446,-1.63942730426788,-2.18503832817078,-1.82701742649078,-1.88078343868256,-3.1677074432373,-0.0162262544035912,0.0185877531766891,3.23420906066895,9.62828826904297,-0.321142911911011,0,0,0,0,0,0,0,0,0,0,0,20.7876110076904,24.2349739074707,24.4720058441162,23.0339908599854,24.9112720489502,1.60602581501007,1.31585144996643,1.82662665843964,1.48163437843323,2.00184464454651,2.04511952400208,0.00877111405134201,0.0928814560174942,-0.00839057937264442,-0.0146774742752314,0.440769910812378,1.00576305389404,0.697000026702881,0,1948,1995
"27","AUS","233","Transport equip",1972,2000,0.465999990701675,-0.394283026456833,-0.36324155330658,-0.358020901679993,-2.00266885757446,-1.63942730426788,-2.18503832817078,-1.82701742649078,-1.88078343868256,-1.52051162719727,0.00602109637111425,0.0185877531766891,3.23420906066895,9.62828826904297,-0.321142911911011,0,0,0,0,0,0,0,0,0,0,0,22.7970943450928,24.2349739074707,24.4720058441162,23.0339908599854,24.9112720489502,1.60602581501007,1.31585144996643,1.82662665843964,1.48163437843323,2.00184464454651,2.04511952400208,0.00877111405134201,0.0928814560174942,-0.00839057937264442,-0.0146774742752314,0.440769910812378,1.00576305389404,0.697000026702881,0,1948,1995
"28","AUS","243","Wood prod",1972,2000,0.128000006079674,-0.394283026456833,-0.36324155330658,-0.358020901679993,-2.00266885757446,-1.63942730426788,-2.18503832817078,-1.82701742649078,-1.88078343868256,-2.08344960212708,0.0130437221378088,0.0185877531766891,3.23420906066895,9.62828826904297,-0.321142911911011,0,0,0,0,0,0,0,0,0,0,0,21.6245594024658,24.2349739074707,24.4720058441162,23.0339908599854,24.9112720489502,1.60602581501007,1.31585144996643,1.82662665843964,1.48163437843323,2.00184464454651,2.04511952400208,0.00877111405134201,0.0928814560174942,-0.00839057937264442,-0.0146774742752314,0.440769910812378,1.00576305389404,0.697000026702881,0,1948,1995
"29","AUS","110","Agriculture",1972,2000,0.11599999666214,-0.394283026456833,-0.36324155330658,-0.358020901679993,-2.00266885757446,-1.63942730426788,-2.18503832817078,-1.82701742649078,-1.88078343868256,-2.30258512496948,-0.00108615076169372,0.0185877531766891,3.23420906066895,9.62828826904297,-0.321142911911011,0,0,0,0,0,0,0,0,0,0,0,23.9951801300049,24.2349739074707,24.4720058441162,23.0339908599854,24.9112720489502,1.60602581501007,1.31585144996643,1.82662665843964,1.48163437843323,2.00184464454651,2.04511952400208,0.00877111405134201,0.0928814560174942,-0.00839057937264442,-0.0146774742752314,0.440769910812378,1.00576305389404,0.697000026702881,0,1948,1995
"30","AUS","247","Furniture",1972,2000,0.153999999165535,-0.394283026456833,-0.36324155330658,-0.358020901679993,-2.00266885757446,-1.63942730426788,-2.18503832817078,-1.82701742649078,-1.88078343868256,-0.705219805240631,0.0212350971996784,0.0185877531766891,3.23420906066895,9.62828826904297,-0.321142911911011,0,0,0,0,0,0,0,0,0,0,0,20.7288608551025,24.2349739074707,24.4720058441162,23.0339908599854,24.9112720489502,1.60602581501007,1.31585144996643,1.82662665843964,1.48163437843323,2.00184464454651,2.04511952400208,0.00877111405134201,0.0928814560174942,-0.00839057937264442,-0.0146774742752314,0.440769910812378,1.00576305389404,0.697000026702881,0,1948,1995
"31","AUS","211212","Medicaments",1972,2000,0.717999994754791,-0.394283026456833,-0.36324155330658,-0.358020901679993,-2.00266885757446,-1.63942730426788,-2.18503832817078,-1.82701742649078,-1.88078343868256,-2.59695601463318,0.0252688843756914,0.0185877531766891,3.23420906066895,9.62828826904297,-0.321142911911011,0,0,0,0,0,0,0,0,0,0,0,21.6936378479004,24.2349739074707,24.4720058441162,23.0339908599854,24.9112720489502,1.60602581501007,1.31585144996643,1.82662665843964,1.48163437843323,2.00184464454651,2.04511952400208,0.00877111405134201,0.0928814560174942,-0.00839057937264442,-0.0146774742752314,0.440769910812378,1.00576305389404,0.697000026702881,0,1948,1995
"32","AUS","220","Iron/steel",1972,2000,0.266000002622604,-0.394283026456833,-0.36324155330658,-0.358020901679993,-2.00266885757446,-1.63942730426788,-2.18503832817078,-1.82701742649078,-1.88078343868256,-4.39005899429321,0.00685481820255518,0.0185877531766891,3.23420906066895,9.62828826904297,-0.321142911911011,0,0,0,0,0,0,0,0,0,0,0,22.3131446838379,24.2349739074707,24.4720058441162,23.0339908599854,24.9112720489502,1.60602581501007,1.31585144996643,1.82662665843964,1.48163437843323,2.00184464454651,2.04511952400208,0.00877111405134201,0.0928814560174942,-0.00839057937264442,-0.0146774742752314,0.440769910812378,1.00576305389404,0.697000026702881,0,1948,1995
"33","AUS","241","Leather prod",1972,2000,0.0790000036358833,-0.394283026456833,-0.36324155330658,-0.358020901679993,-2.00266885757446,-1.63942730426788,-2.18503832817078,-1.82701742649078,-1.88078343868256,-1.12516164779663,0.0166138987988234,0.0185877531766891,3.23420906066895,9.62828826904297,-0.321142911911011,0,0,0,0,0,0,0,0,0,0,0,19.6334285736084,24.2349739074707,24.4720058441162,23.0339908599854,24.9112720489502,1.60602581501007,1.31585144996643,1.82662665843964,1.48163437843323,2.00184464454651,2.04511952400208,0.00877111405134201,0.0928814560174942,-0.00839057937264442,-0.0146774742752314,0.440769910812378,1.00576305389404,0.697000026702881,0,1948,1995
"34","AUS","232","Elec machinery",1972,2000,0.616999983787537,-0.394283026456833,-0.36324155330658,-0.358020901679993,-2.00266885757446,-1.63942730426788,-2.18503832817078,-1.82701742649078,-1.88078343868256,-1.71869492530823,0.00297494581900537,0.0185877531766891,3.23420906066895,9.62828826904297,-0.321142911911011,0,0,0,0,0,0,0,0,0,0,0,22.0501918792725,24.2349739074707,24.4720058441162,23.0339908599854,24.9112720489502,1.60602581501007,1.31585144996643,1.82662665843964,1.48163437843323,2.00184464454651,2.04511952400208,0.00877111405134201,0.0928814560174942,-0.00839057937264442,-0.0146774742752314,0.440769910812378,1.00576305389404,0.697000026702881,0,1948,1995
"35","AUS","231","Non-elec machinery",1972,2000,0.414000004529953,-0.394283026456833,-0.36324155330658,-0.358020901679993,-2.00266885757446,-1.63942730426788,-2.18503832817078,-1.82701742649078,-1.88078343868256,-1.69936263561249,-0.000523170223459601,0.0185877531766891,3.23420906066895,9.62828826904297,-0.321142911911011,0,0,0,0,0,0,0,0,0,0,0,22.354097366333,24.2349739074707,24.4720058441162,23.0339908599854,24.9112720489502,1.60602581501007,1.31585144996643,1.82662665843964,1.48163437843323,2.00184464454651,2.04511952400208,0.00877111405134201,0.0928814560174942,-0.00839057937264442,-0.0146774742752314,0.440769910812378,1.00576305389404,0.697000026702881,0,1948,1995
"36","AUS","244","Paper prod",1972,2000,0.397000014781952,-0.394283026456833,-0.36324155330658,-0.358020901679993,-2.00266885757446,-1.63942730426788,-2.18503832817078,-1.82701742649078,-1.88078343868256,-2.51083993911743,0.00975584797561169,0.0185877531766891,3.23420906066895,9.62828826904297,-0.321142911911011,0,0,0,0,0,0,0,0,0,0,0,21.5118026733398,24.2349739074707,24.4720058441162,23.0339908599854,24.9112720489502,1.60602581501007,1.31585144996643,1.82662665843964,1.48163437843323,2.00184464454651,2.04511952400208,0.00877111405134201,0.0928814560174942,-0.00839057937264442,-0.0146774742752314,0.440769910812378,1.00576305389404,0.697000026702881,0,1948,1995
"37","AUT","232","Elec machinery",1972,2000,0.616999983787537,-0.174567818641663,-0.69768214225769,-0.919622898101807,-2.78580975532532,-2.08812761306763,-3.27793335914612,-2.35831046104431,-2.5074188709259,-3.95284485816956,0.0405520983040333,0.0231531169265509,3.36909437179565,9.42394924163818,-1.47696399688721,0,0,0,0,0,0,0,0,0,0,0,21.8890037536621,23.5718822479248,23.74196434021,22.7142791748047,24.1378917694092,1.20640635490417,1.34778428077698,1.75398230552673,1.4989949464798,2.10217308998108,1.92859923839569,0.0102120004594326,0.0709262043237686,0.0322668738663197,0.0183927547186613,0.474499225616455,0.688115358352661,0.908999979496002,1.32237803936005,1951,1995
"38","AUT","211212","Medicaments",1972,2000,0.717999994754791,-0.174567818641663,-0.69768214225769,-0.919622898101807,-2.78580975532532,-2.08812761306763,-3.27793335914612,-2.35831046104431,-2.5074188709259,-3.61562895774841,0.0159157495945692,0.0231531169265509,3.36909437179565,9.42394924163818,-1.47696399688721,0,0,0,0,0,0,0,0,0,0,0,21.0406188964844,23.5718822479248,23.74196434021,22.7142791748047,24.1378917694092,1.20640635490417,1.34778428077698,1.75398230552673,1.4989949464798,2.10217308998108,1.92859923839569,0.0102120004594326,0.0709262043237686,0.0322668738663197,0.0183927547186613,0.474499225616455,0.688115358352661,0.908999979496002,1.32237803936005,1951,1995
"39","AUT","150","Non-ferr metals",1972,2000,0.184000000357628,-0.174567818641663,-0.69768214225769,-0.919622898101807,-2.78580975532532,-2.08812761306763,-3.27793335914612,-2.35831046104431,-2.5074188709259,-3.10554718971252,0.0076911156065762,0.0231531169265509,3.36909437179565,9.42394924163818,-1.47696399688721,0,0,0,0,0,0,0,0,0,0,0,20.5776977539062,23.5718822479248,23.74196434021,22.7142791748047,24.1378917694092,1.20640635490417,1.34778428077698,1.75398230552673,1.4989949464798,2.10217308998108,1.92859923839569,0.0102120004594326,0.0709262043237686,0.0322668738663197,0.0183927547186613,0.474499225616455,0.688115358352661,0.908999979496002,1.32237803936005,1951,1995
